,zipcode,name,population,median_income,White,African American,gini_index,labor_participation,unemployment,poverty_rate
830,61936,ZCTA5 61936,193,43542,164,0,0.2857,78.5,23.9,14.1
831,61937,ZCTA5 61937,2279,56964,2237,21,0.3699,64.1,1.3,9.2
832,61938,ZCTA5 61938,21757,44332,21004,377,0.4826,61.4,5.1,12.3
833,61940,ZCTA5 61940,251,50000,234,0,0.3283,59.0,0.0,12.5
834,61941,ZCTA5 61941,54,-,54,0,-,0.0,-,100.0
835,61942,ZCTA5 61942,1208,51477,1121,20,0.4256,55.8,4.7,13.6
836,61943,ZCTA5 61943,1582,51023,1577,0,0.4142,55.2,0.0,17.0
837,61944,ZCTA5 61944,11918,45826,11741,48,0.4396,61.2,6.0,11.6
838,61949,ZCTA5 61949,137,51375,132,0,0.3016,69.4,2.8,4.8
839,61951,ZCTA5 61951,7844,51740,7664,61,0.4003,59.4,1.1,12.6
840,61953,ZCTA5 61953,6091,50874,5867,4,0.5118,63.2,7.2,14.2
841,61955,ZCTA5 61955,232,49063,200,6,0.3227,63.9,0.0,19.6
